Club,H/A,Timestamp,Event,Player Event,Remark Event,Player Assist,Player Out,Match ID
Servette FC,Away,66',Substitution,Théo Valls,Tactical,,Boubacar Fofana,3840969
Servette FC,Away,66',Substitution,Anthony Baron,Injury,,Steve Rouiller,3840969
Servette FC,Away,79',Substitution,Boris Céspedes,Tactical,,Timothé Cognat,3840969
Servette FC,Away,79',Substitution,Enzo Crivelli,Tactical,,Dereck Kutesa,3840969
Grasshopper Club Zurich,Home,83',Substitution,Georg Margreitter,Tactical,,Lei Li,3840969
Grasshopper Club Zurich,Home,83',Substitution,Meritan Shabani,Tactical,,Hayao Kawabe,3840969
Servette FC,Away,90',Yellow Card,Moussa Diallo,Foul,,,3840969
BSC Young Boys,Away,21',Goal,Jean-Pierre Nsame,Right-footed shot,Kevin Rüegg,,3840970
FC Lugano,Home,26',Goal,Reto Ziegler,Header,Renato Steffen,,3840970
BSC Young Boys,Away,68',Goal,Ulisses Garcia,Left-footed shot,Cedric Itten,,3840970
BSC Young Boys,Away,80',Goal,Kastriot Imeri,Right-footed shot,Jean-Pierre Nsame,,3840970
BSC Young Boys,Away,90',Goal,Cedric Itten,Right-footed shot,Joël Monteiro,,3840970
BSC Young Boys,Away,51',Substitution,Kastriot Imeri,Tactical,,Kevin Rüegg,3840970
BSC Young Boys,Away,51',Substitution,Lewin Blum,Injury,,Filip Ugrinic,3840970
BSC Young Boys,Away,56',Substitution,Fabian Lustenberger,Tactical,,Mohamed Camara,3840970
FC Lugano,Home,70',Substitution,Maren Haile-Selassie,Tactical,,Hicham Mahou,3840970
FC Lugano,Home,70',Substitution,Uran Bislimi,Tactical,,Mattia Bottani,3840970
FC Lugano,Home,70',Substitution,Mohamed Amoura,Tactical,,Zan Celar,3840970
FC Lugano,Home,77',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Ousmane Doumbia,3840970
FC Lugano,Home,86',Substitution,Roman Macek,Tactical,,Jonathan Sabbatini,3840970
BSC Young Boys,Away,88',Substitution,Joël Monteiro,Tactical,,Jean-Pierre Nsame,3840970
FC Lugano,Home,37',Yellow Card,Zan Celar,Dissent,,,3840970
BSC Young Boys,Away,40',Yellow Card,Kevin Rüegg,Foul,,,3840970
BSC Young Boys,Away,57',Yellow Card,Cheikh Niasse,Foul,,,3840970
BSC Young Boys,Away,60',Yellow Card,Fabian Lustenberger,Foul,,,3840970
FC Lugano,Home,64',Yellow Card,Ousmane Doumbia,Foul,,,3840970
FC Lugano,Home,79',Yellow Card,Fabio Daprelà,Foul,,,3840970
FC Lugano,Home,86',Yellow Card,Uran Bislimi,Foul,,,3840970
BSC Young Boys,Away,90',Yellow Card,Cedric Itten,Time wasting,,,3840970
FC Luzern,Home,7',Goal,Mohamed Dräger,Right-footed shot,Pius Dorn,,3840971
FC St. Gallen 1879,Away,9',Goal,Emmanuel Latte Lath,Left-footed shot,Isaac Schmidt,,3840971
FC St. Gallen 1879,Away,40',Goal,Jérémy Guillemenot,Right-footed shot,Emmanuel Latte Lath,,3840971
FC Luzern,Home,45',Goal,Mohamed Dräger,Right-footed shot,,,3840971
FC Luzern,Home,51',Goal,Max Meyer,Penalty,,,3840971
FC St. Gallen 1879,Away,83',Goal,Julian Von Moos,Left-footed shot,Ricardo Alves,,3840971
FC St. Gallen 1879,Away,61',Substitution,Stefano Guidotti,Tactical,,Patrick Sutter,3840971
FC St. Gallen 1879,Away,61',Substitution,Julian Von Moos,Tactical,,Jérémy Guillemenot,3840971
FC Luzern,Home,69',Substitution,Asumah Abubakar,Tactical,,Mohamed Dräger,3840971
FC Luzern,Home,69',Substitution,Joaquín Ardaiz,Tactical,,Dejan Sorgic,3840971
FC St. Gallen 1879,Away,72',Substitution,Ricardo Alves,Tactical,,Christian Witzig,3840971
FC Luzern,Home,77',Substitution,Sofyan Chader,Injury,,Max Meyer,3840971
FC Luzern,Home,85',Substitution,Samuele Campo,Tactical,,Pascal Schürpf,3840971
FC Luzern,Home,65',Yellow Card,Mohamed Dräger,Foul,,,3840971
FC St. Gallen 1879,Away,67',Yellow Card,Stefano Guidotti,Unsporting behaviour,,,3840971
FC Luzern,Home,67',Yellow Card,Max Meyer,Unsporting behaviour,,,3840971
FC St. Gallen 1879,Away,74',Yellow Card,Isaac Schmidt,Foul,,,3840971
FC Luzern,Home,86',Yellow Card,Marco Burch,Foul,,,3840971
FC St. Gallen 1879,Away,87',Yellow Card,Julian Von Moos,Unsporting behaviour,,,3840971
FC Luzern,Home,87',Yellow Card,Lorik Emini,Foul,,,3840971
FC Winterthur,Home,25',Goal,Matteo Di Giusto,Right-footed shot,Adrian Gantenbein,,3840972
FC Sion,Away,59',Substitution,Gaëtan Karlen,Tactical,,Filip Stojilkovic,3840972
FC Sion,Away,59',Substitution,Kevin Halabaku,Tactical,,Musa Araz,3840972
FC Sion,Away,59',Substitution,Itaitinga,Tactical,,Luca Zuffi,3840972
FC Winterthur,Home,66',Substitution,Hekuran Kryeziu,Tactical,,Thibault Corbaz,3840972
FC Winterthur,Home,66',Substitution,Neftali Manzambi,Tactical,,Florian Kamberi,3840972
FC Sion,Away,74',Substitution,Giovanni Sio,Tactical,,Ilyas Chouaref,3840972
FC Winterthur,Home,76',Substitution,Tobias Schättin,Tactical,,Nishan Burkart,3840972
FC Winterthur,Home,89',Substitution,Eris Abedini,Delay,,Roman Buess,3840972
FC Winterthur,Home,89',Substitution,Stephan Seiler,Delay,,Matteo Di Giusto,3840972
FC Sion,Away,90',Substitution,Dennis Iapichino,Tactical,,Nathanaël Saintini,3840972
FC Sion,Away,26',Yellow Card,Baltazar,Foul,,,3840972
FC Winterthur,Home,76',Yellow Card,Souleymane Diaby,Time wasting,,,3840972
FC Basel 1893,Home,2',Goal,Arnau Comas,Right-footed shot,Darian Males,,3840973
FC Basel 1893,Home,8',Goal,Arnau Comas,Header,Darian Males,,3840973
FC Basel 1893,Home,58',Goal,Bradley Fink,Right-footed shot,Darian Males,,3840973
FC Winterthur,Away,90',Goal,Stephan Seiler,Counter attack goal,Neftali Manzambi,,3840973
FC Basel 1893,Home,7',Substitution,Noah Katterbach,Injury,,Riccardo Calafiori,3840973
FC Basel 1893,Home,46',Substitution,Andy Pelmard,Tactical,,Arnau Comas,3840973
FC Basel 1893,Home,54',Substitution,Fabian Frei,Tactical,,Taulant Xhaka,3840973
FC Winterthur,Away,59',Substitution,Hekuran Kryeziu,Tactical,,Thibault Corbaz,3840973
FC Winterthur,Away,59',Substitution,Stephan Seiler,Tactical,,Florian Kamberi,3840973
FC Winterthur,Away,70',Substitution,Neftali Manzambi,Tactical,,Remo Arnold,3840973
FC Winterthur,Away,70',Substitution,Eris Abedini,Tactical,,Roman Buess,3840973
FC Basel 1893,Home,76',Substitution,Jean-Kévin Augustin,Tactical,,Bradley Fink,3840973
FC Basel 1893,Home,76',Substitution,Anton Kade,Tactical,,Darian Males,3840973
FC Winterthur,Away,81',Substitution,Carmine Chiappetta,Tactical,,Nishan Burkart,3840973
FC Basel 1893,Home,23',Yellow Card,Arnau Comas,Foul,,,3840973
FC Winterthur,Away,36',Yellow Card,Thibault Corbaz,Foul,,,3840973
FC Basel 1893,Home,48',Yellow Card,Liam Millar,Foul,,,3840973
FC Winterthur,Away,64',Yellow Card,Stephan Seiler,Foul,,,3840973
FC Basel 1893,Home,67',Yellow Card,Darian Males,Dissent,,,3840973
FC Lugano,Away,62',Goal,Uran Bislimi,Right-footed shot,Hicham Mahou,,3840974
FC Luzern,Home,66',Goal,Max Meyer,Penalty,,,3840974
FC Luzern,Home,69',Goal,Mohamed Dräger,Left-footed shot,Ardon Jashari,,3840974
FC Luzern,Home,82',Goal,Max Meyer,Right-footed shot,Pius Dorn,,3840974
FC Lugano,Away,57',Substitution,Renato Steffen,Tactical,,Maren Haile-Selassie,3840974
FC Lugano,Away,57',Substitution,Hicham Mahou,Tactical,,Mohamed Amoura,3840974
FC Lugano,Away,70',Substitution,Roman Macek,Tactical,,Uran Bislimi,3840974
FC Luzern,Home,75',Substitution,Pascal Schürpf,Tactical,,Asumah Abubakar,3840974
FC Luzern,Home,75',Substitution,Dejan Sorgic,Tactical,,Joaquín Ardaiz,3840974
FC Lugano,Away,75',Substitution,Mattia Bottani,Tactical,,Jonathan Sabbatini,3840974
FC Lugano,Away,75',Substitution,Boris Babic,Tactical,,Allan Arigoni,3840974
FC Luzern,Home,83',Substitution,Christian Gentner,Tactical,,Max Meyer,3840974
FC Luzern,Home,90',Substitution,Thibault Klidjé,Tactical,,Sofyan Chader,3840974
FC Luzern,Home,48',Yellow Card,Marco Burch,Foul,,,3840974
FC Lugano,Away,52',Yellow Card,Allan Arigoni,Foul,,,3840974
FC Lugano,Away,62',Yellow Card,Uran Bislimi,Taking off shirt,,,3840974
FC Lugano,Away,74',Yellow Card,Fabio Daprelà,Dissent,,,3840974
FC Lugano,Away,84',Yellow Card,Milton Valenzuela,Foul,,,3840974
FC Lugano,Away,90',Yellow Card,Hicham Mahou,Foul,,,3840974
Servette FC,Away,41',Goal,Dereck Kutesa,Left-footed shot,Boubacar Fofana,,3840975
FC St. Gallen 1879,Home,53',Goal,Patrick Pflücke,Patrick Pflücke,,,3840975
FC St. Gallen 1879,Home,46',Substitution,Julian Von Moos,Tactical,,Chadrac Akolo,3840975
FC St. Gallen 1879,Home,55',Substitution,Ricardo Alves,Injury,,Julian Von Moos,3840975
Servette FC,Away,67',Substitution,Moritz Bauer,Tactical,,Moussa Diallo,3840975
Servette FC,Away,67',Substitution,Enzo Crivelli,Tactical,,Boubacar Fofana,3840975
FC St. Gallen 1879,Home,73',Substitution,Patrick Sutter,Tactical,,Albert Vallci,3840975
Servette FC,Away,76',Substitution,Boris Céspedes,Tactical,,Dereck Kutesa,3840975
Servette FC,Away,82',Substitution,Théo Valls,Tactical,,Timothé Cognat,3840975
FC St. Gallen 1879,Home,90',Substitution,Christian Witzig,Injury,,Emmanuel Latte Lath,3840975
FC St. Gallen 1879,Home,45',Yellow Card,Albert Vallci,Foul,,,3840975
Servette FC,Away,64',Yellow Card,Timothé Cognat,Dissent,,,3840975
Servette FC,Away,77',Yellow Card,Boris Céspedes,Foul,,,3840975
Servette FC,Away,90',Yellow Card,David Douline,Dissent,,,3840975
Servette FC,Away,90',Yellow Card,Gaël Clichy,Foul,,,3840975
FC Sion,Away,53',Goal,Mario Balotelli,Penalty,,,3840976
BSC Young Boys,Home,64',Goal,Jean-Pierre Nsame,Penalty,,,3840976
BSC Young Boys,Home,62',Substitution,Ulisses Garcia,Tactical,,Loris Benito,3840976
BSC Young Boys,Home,62',Substitution,Meschack Elia,Tactical,,Cedric Itten,3840976
BSC Young Boys,Home,62',Substitution,Donat Rrudhani,Tactical,,Christian Fassnacht,3840976
FC Sion,Away,71',Substitution,Filip Stojilkovic,Tactical,,Mario Balotelli,3840976
FC Sion,Away,78',Substitution,Kevin Halabaku,Tactical,,Itaitinga,3840976
BSC Young Boys,Home,86',Substitution,Sandro Lauper,Tactical,,Vincent Sierro,3840976
BSC Young Boys,Home,86',Substitution,Joël Monteiro,Tactical,,Jean-Pierre Nsame,3840976
FC Sion,Away,90',Substitution,Kevin Bua,Tactical,,Ilyas Chouaref,3840976
FC Sion,Away,23',Yellow Card,Nathanaël Saintini,Foul,,,3840976
BSC Young Boys,Home,48',Yellow Card,Cedric Itten,Foul,,,3840976
FC Sion,Away,64',Yellow Card,Joël Schmied,Foul,,,3840976
FC Sion,Away,90',Yellow Card,Wylan Cyprien,Time wasting,,,3840976
Grasshopper Club Zurich,Away,30',Goal,Guilherme Schettine,Header,Giotto Morandi,,3840977
Grasshopper Club Zurich,Away,45',Goal,Petar Pusic,Left-footed shot,Hayao Kawabe,,3840977
Grasshopper Club Zurich,Away,51',Goal,Guilherme Schettine,Counter attack goal,Petar Pusic,,3840977
FC Zürich,Home,90',Goal,Blerim Dzemaili,Penalty,,,3840977
Grasshopper Club Zurich,Away,90',Goal,Christian Herc,Right-footed shot,Francis Momoh,,3840977
Grasshopper Club Zurich,Away,26',Substitution,Christian Herc,Injury,,Amir Abrashi,3840977
FC Zürich,Home,46',Substitution,Becir Omeragic,Tactical,,Cheick Condé,3840977
FC Zürich,Home,66',Substitution,Blerim Dzemaili,Tactical,,Bledian Krasniqi,3840977
FC Zürich,Home,66',Substitution,Donis Avdijaj,Tactical,,Ole Selnæs,3840977
FC Zürich,Home,66',Substitution,Bogdan Viunnyk,Tactical,,Antonio Marchesano,3840977
Grasshopper Club Zurich,Away,68',Substitution,Meritan Shabani,Tactical,,Petar Pusic,3840977
Grasshopper Club Zurich,Away,78',Substitution,Renat Dadashov,Tactical,,Giotto Morandi,3840977
Grasshopper Club Zurich,Away,78',Substitution,Francis Momoh,Tactical,,Guilherme Schettine,3840977
FC Zürich,Home,84',Substitution,Jonathan Okita,Tactical,,Aiyegun Tosin,3840977
Grasshopper Club Zurich,Away,17',Yellow Card,Guilherme Schettine,Foul,,,3840977
FC Zürich,Home,23',Yellow Card,Cheick Condé,Foul,,,3840977
Grasshopper Club Zurich,Away,45',Yellow Card,Petar Pusic,Taking off shirt,,,3840977
FC Zürich,Home,63',Yellow Card,Ole Selnæs,Dissent,,,3840977
FC Zürich,Home,63',Direct Red Card,Fabian Rohner,Serious foul,,,3840977
Grasshopper Club Zurich,Away,66',Yellow Card,Christian Herc,Foul,,,3840977
Grasshopper Club Zurich,Away,86',Yellow Card,Francis Momoh,Foul,,,3840977
Grasshopper Club Zurich,Away,89',Yellow Card,Dominik Schmid,Handball,,,3840977
FC Luzern,Away,9',Goal,Dejan Sorgic,Left-footed shot,Sofyan Chader,,3840978
FC Luzern,Away,23',Goal,Marco Burch,Header,Pascal Schürpf,,3840978
Grasshopper Club Zurich,Home,43',Goal,Christian Herc,Right-footed shot,Hayao Kawabe,,3840978
FC Luzern,Away,65',Goal,Dejan Sorgic,Left-footed shot,Ardon Jashari,,3840978
Grasshopper Club Zurich,Home,46',Substitution,Renat Dadashov,Tactical,,Giotto Morandi,3840978
Grasshopper Club Zurich,Home,46',Substitution,Tomás Ribeiro,Tactical,,Georg Margreitter,3840978
FC Luzern,Away,60',Substitution,Christian Gentner,Tactical,,Max Meyer,3840978
Grasshopper Club Zurich,Home,62',Substitution,Meritan Shabani,Tactical,,Petar Pusic,3840978
FC Luzern,Away,76',Substitution,Joaquín Ardaiz,Tactical,,Dejan Sorgic,3840978
FC Luzern,Away,76',Substitution,Thibault Klidjé,Tactical,,Pascal Schürpf,3840978
Grasshopper Club Zurich,Home,76',Substitution,Shkelqim Demhasaj,Tactical,,Guilherme Schettine,3840978
Grasshopper Club Zurich,Home,76',Substitution,Filipe de Carvalho,Tactical,,Tsiy Ndenge,3840978
FC Luzern,Away,89',Substitution,Samuele Campo,Tactical,,Sofyan Chader,3840978
FC Luzern,Away,37',Yellow Card,Nicky Beloko,Foul,,,3840978
FC Luzern,Away,45',Yellow Card,Denis Simani,Unsporting behaviour,,,3840978
Grasshopper Club Zurich,Home,54',Yellow Card,Hayao Kawabe,Foul,,,3840978
Grasshopper Club Zurich,Home,90',Yellow Card,Renat Dadashov,Foul,,,3840978
Servette FC,Home,3',Goal,Steve Rouiller,Header,Patrick Pflücke,,3840979
Servette FC,Home,26',Goal,Miroslav Stevanovic,Header,Timothé Cognat,,3840979
FC Lugano,Away,41',Goal,Zan Celar,Header,Lukas Mai,,3840979
FC Lugano,Away,82',Goal,Ousmane Doumbia,Right-footed shot,Maren Haile-Selassie,,3840979
FC Lugano,Away,45',Substitution,Boris Babic,Injury,,Zan Celar,3840979
Servette FC,Home,46',Substitution,Anthony Baron,Tactical,,David Douline,3840979
Servette FC,Home,46',Substitution,Diogo Monteiro,Tactical,,Boubacar Fofana,3840979
FC Lugano,Away,68',Substitution,Maren Haile-Selassie,Tactical,,Renato Steffen,3840979
FC Lugano,Away,68',Substitution,Uran Bislimi,Tactical,,Jonathan Sabbatini,3840979
FC Lugano,Away,68',Substitution,Ignacio Aliseda,Tactical,,Hicham Mahou,3840979
Servette FC,Home,70',Substitution,Ronny Rodelin,Tactical,,Patrick Pflücke,3840979
Servette FC,Home,70',Substitution,Boris Céspedes,Tactical,,Dereck Kutesa,3840979
FC Lugano,Away,76',Substitution,Mohamed Amoura,Tactical,,Mattia Bottani,3840979
Servette FC,Home,85',Substitution,Théo Valls,Tactical,,Timothé Cognat,3840979
FC Lugano,Away,23',Yellow Card,Albian Hajdari,Foul,,,3840979
Servette FC,Home,44',Direct Red Card,Steve Rouiller,Violent conduct,,,3840979
FC Lugano,Away,51',Yellow Card,Milton Valenzuela,Foul,,,3840979
FC Lugano,Away,61',Yellow Card,Jonathan Sabbatini,Foul,,,3840979
Servette FC,Home,68',Yellow Card,Diogo Monteiro,Foul,,,3840979
FC Lugano,Away,88',Yellow-Red Card,Milton Valenzuela,Foul,,,3840979
FC Zürich,Away,8',Goal,Jonathan Okita,Right-footed shot,Antonio Marchesano,,3840980
FC Sion,Home,46',Substitution,Denis Will Poha,Tactical,,Wylan Cyprien,3840980
FC Sion,Home,46',Substitution,Filip Stojilkovic,Tactical,,Itaitinga,3840980
FC Sion,Home,71',Substitution,Luca Zuffi,Tactical,,Anto Grgic,3840980
FC Sion,Home,71',Substitution,Kevin Bua,Tactical,,Ilyas Chouaref,3840980
FC Zürich,Away,72',Substitution,Bogdan Viunnyk,Tactical,,Aiyegun Tosin,3840980
FC Sion,Home,80',Substitution,Gaëtan Karlen,Tactical,,Mario Balotelli,3840980
FC Zürich,Away,81',Substitution,Marc Hornschuh,Tactical,,Cheick Condé,3840980
FC Zürich,Away,81',Substitution,Bledian Krasniqi,Tactical,,Antonio Marchesano,3840980
FC Zürich,Away,86',Substitution,Karol Mets,Injury,,Nikola Katic,3840980
FC Zürich,Away,13',Yellow Card,Nikola Katic,Foul,,,3840980
FC Zürich,Away,36',Yellow Card,Cheick Condé,Foul,,,3840980
FC Zürich,Away,47',Yellow Card,Aiyegun Tosin,Foul,,,3840980
FC Zürich,Away,57',Yellow Card,Lindrit Kamberi,Time wasting,,,3840980
FC Sion,Home,66',Yellow Card,Anto Grgic,Foul,,,3840980
FC Sion,Home,73',Yellow Card,Musa Araz,Foul,,,3840980
FC Zürich,Away,78',Yellow Card,Nikola Boranijasevic,Dissent,,,3840980
FC Zürich,Away,83',Yellow Card,Jonathan Okita,Foul,,,3840980
FC Zürich,Away,87',Yellow Card,Adrián Guerrero,Time wasting,,,3840980
FC Sion,Home,90',Yellow Card,Numa Lavanchy,Foul,,,3840980
FC Sion,Home,90',Yellow Card,Gaëtan Karlen,Foul,,,3840980
FC Sion,Home,90',Yellow Card,Denis Will Poha,Foul,,,3840980
FC Winterthur,Home,21',Goal,Nishan Burkart,Right-footed shot,,,3840981
FC St. Gallen 1879,Away,46',Substitution,Stefano Guidotti,Tactical,,Patrick Sutter,3840981
FC St. Gallen 1879,Away,61',Substitution,Emmanuel Latte Lath,Tactical,,Ricardo Alves,3840981
FC Winterthur,Home,65',Substitution,Hekuran Kryeziu,Tactical,,Thibault Corbaz,3840981
FC Winterthur,Home,65',Substitution,Stephan Seiler,Injury,,Nishan Burkart,3840981
FC Winterthur,Home,76',Substitution,Neftali Manzambi,Tactical,,Roman Buess,3840981
FC Winterthur,Home,76',Substitution,Jozef Pukaj,Injury,,Timothy Fayulu,3840981
FC St. Gallen 1879,Away,86',Substitution,Christian Witzig,Tactical,,Jérémy Guillemenot,3840981
FC St. Gallen 1879,Away,86',Substitution,Fabrizio Cavegn,Tactical,,Chadrac Akolo,3840981
FC Winterthur,Home,88',Substitution,Eris Abedini,Tactical,,Matteo Di Giusto,3840981
FC Winterthur,Home,26',Yellow Card,Samir Ramizi,Foul,,,3840981
FC St. Gallen 1879,Away,42',Yellow Card,Matej Maglica,Foul,,,3840981
FC St. Gallen 1879,Away,61',Yellow Card,Isaac Schmidt,Foul,,,3840981
FC St. Gallen 1879,Away,82',Yellow-Red Card,Isaac Schmidt,Diving,,,3840981
FC Winterthur,Home,87',Yellow Card,Stephan Seiler,Handball,,,3840981
BSC Young Boys,Home,7',Goal,Fabian Rieder,Left-footed shot,Kastriot Imeri,,3840982
BSC Young Boys,Home,23',Goal,Meschack Elia,Right-footed shot,Fabian Rieder,,3840982
FC Basel 1893,Away,52',Goal,Bradley Fink,Left-footed shot,Michael Lang,,3840982
BSC Young Boys,Home,90',Goal,Vincent Sierro,Right-footed shot,Loris Benito,,3840982
FC Basel 1893,Away,46',Substitution,Michael Lang,Tactical,,Taulant Xhaka,3840982
FC Basel 1893,Away,46',Substitution,Mirko Salvi,Tactical,,Marwin Hitz,3840982
BSC Young Boys,Home,63',Substitution,Loris Benito,Tactical,,Ulisses Garcia,3840982
BSC Young Boys,Home,71',Substitution,Jean-Pierre Nsame,Tactical,,Cedric Itten,3840982
BSC Young Boys,Home,71',Substitution,Vincent Sierro,Tactical,,Fabian Rieder,3840982
FC Basel 1893,Away,81',Substitution,Fabian Frei,Tactical,,Liam Millar,3840982
FC Basel 1893,Away,81',Substitution,Andi Zeqiri,Tactical,,Darian Males,3840982
FC Basel 1893,Away,81',Substitution,Zeki Amdouni,Tactical,,Dan Ndoye,3840982
BSC Young Boys,Home,81',Substitution,Kevin Rüegg,Tactical,,Lewin Blum,3840982
BSC Young Boys,Home,81',Substitution,Donat Rrudhani,Tactical,,Kastriot Imeri,3840982
FC Basel 1893,Away,28',Yellow Card,Taulant Xhaka,Dissent,,,3840982
BSC Young Boys,Home,44',Yellow Card,Ulisses Garcia,Foul,,,3840982
FC Basel 1893,Away,60',Yellow Card,Liam Millar,Foul,,,3840982
BSC Young Boys,Home,66',Yellow Card,Fabian Rieder,Foul,,,3840982
FC Basel 1893,Away,73',Yellow Card,Darian Males,Dissent,,,3840982
BSC Young Boys,Home,75',Yellow Card,Lewin Blum,Foul,,,3840982
FC Basel 1893,Away,88',Direct Red Card,Michael Lang,Serious foul,,,3840982
FC Sion,Away,25',Substitution,Giovanni Sio,Injury,,Itaitinga,3840993
FC Basel 1893,Home,58',Substitution,Liam Millar,Tactical,,Anton Kade,3840993
FC Sion,Away,63',Substitution,Joël Schmied,Tactical,,Kevin Bua,3840993
FC Sion,Away,63',Substitution,Filip Stojilkovic,Tactical,,Mario Balotelli,3840993
FC Basel 1893,Home,76',Substitution,Jean-Kévin Augustin,Tactical,,Bradley Fink,3840993
FC Basel 1893,Home,76',Substitution,Zeki Amdouni,Tactical,,Dan Ndoye,3840993
FC Sion,Away,76',Substitution,Luca Zuffi,Tactical,,Anto Grgic,3840993
FC Sion,Away,76',Substitution,Denis Will Poha,Tactical,,Wylan Cyprien,3840993
FC Sion,Away,45',Yellow Card,Baltazar,Foul,,,3840993
FC Basel 1893,Home,45',Yellow Card,Wouter Burger,Unsporting behaviour,,,3840993
FC Sion,Away,45',Yellow Card,Kevin Bua,Foul,,,3840993
FC Sion,Away,45',Yellow Card,Mario Balotelli,Unsporting behaviour,,,3840993
FC Sion,Away,57',Direct Red Card,Baltazar,Violent conduct,,,3840993
FC Sion,Away,65',Yellow Card,Giovanni Sio,Foul,,,3840993
FC Sion,Away,74',Yellow Card,Musa Araz,Foul,,,3840993
FC Lugano,Home,12',Goal,Renato Steffen,Left-footed shot,Boris Babic,,3840994
FC Lugano,Home,71',Goal,Ignacio Aliseda,Right-footed shot,Allan Arigoni,,3840994
FC Zürich,Away,46',Substitution,Ivan Santini,Tactical,,Antonio Marchesano,3840994
FC Zürich,Away,46',Substitution,Bledian Krasniqi,Tactical,,Ole Selnæs,3840994
FC Zürich,Away,46',Substitution,Bogdan Viunnyk,Tactical,,Jonathan Okita,3840994
FC Lugano,Home,46',Substitution,Kreshnik Hajrizi,Tactical,,Fabio Daprelà,3840994
FC Lugano,Home,63',Substitution,Uran Bislimi,Tactical,,Mattia Bottani,3840994
FC Lugano,Home,63',Substitution,Ignacio Aliseda,Risk of booking,,Boris Babic,3840994
FC Zürich,Away,81',Substitution,Karol Mets,Tactical,,Marc Hornschuh,3840994
FC Lugano,Home,83',Substitution,Roman Macek,Tactical,,Renato Steffen,3840994
FC Lugano,Home,90',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Ignacio Aliseda,3840994
FC Lugano,Home,24',Yellow Card,Lukas Mai,Foul,,,3840994
FC Zürich,Away,28',Yellow Card,Ole Selnæs,Dissent,,,3840994
FC Zürich,Away,43',Yellow Card,Antonio Marchesano,Foul,,,3840994
FC Zürich,Away,47',Yellow Card,Ivan Santini,Foul,,,3840994
